98,67,146.2686500000
52,42,123.8095200000
48,64,75.0000000000
70,60,116.6666600000
61,52,117.3076900000
45,48,93.7500000000
64,178,35.9550550000
316,369,85.6368560000
428,434,98.6175160000
422,339,124.4837800000
398,413,96.3680420000
389,313,124.2811600000
117,182,64.2857130000
432,512,84.3750000000
505,499,101.2024100000
574,637,90.1098940000
669,688,97.2383730000
704,644,109.3167600000
339,253,133.9921000000
240,253,94.8616640000
277,288,96.1805570000
259,276,93.8405840000
507,682,74.3401790000
708,707,100.1414400000
697,665,104.8120300000
611,537,113.7802600000
515,512,100.5859400000
507,507,100.0000000000
515,522,98.6590040000
528,538,98.1412660000
541,540,100.1851800000
539,539,100.0000000000
540,542,99.6309970000
546,545,100.1834900000
547,546,100.1831500000
547,546,100.1831500000
546,546,100.0000000000
546,545,100.1834900000
546,546,100.0000000000
546,547,99.8171840000
547,547,100.0000000000
547,547,100.0000000000
546,545,100.1834900000
545,545,100.0000000000
545,544,100.1838200000
545,545,100.0000000000
545,544,100.1838200000
545,544,100.1838200000
544,544,100.0000000000
545,547,99.6343690000
548,547,100.1828200000
547,547,100.0000000000
547,547,100.0000000000
547,546,100.1831500000
547,546,100.1831500000
546,544,100.3676500000
544,544,100.0000000000
544,544,100.0000000000
543,544,99.8161770000
544,543,100.1841700000
544,544,100.0000000000
544,544,100.0000000000
544,544,100.0000000000
544,544,100.0000000000
545,545,100.0000000000
545,546,99.8168490000
547,546,100.1831500000
545,545,100.0000000000
544,544,100.0000000000
544,543,100.1841700000
543,543,100.0000000000
543,542,100.1845000000
542,542,100.0000000000
542,542,100.0000000000
542,542,100.0000000000
542,542,100.0000000000
543,542,100.1845000000
543,543,100.0000000000
543,543,100.0000000000
543,542,100.1845000000
543,543,100.0000000000
543,543,100.0000000000
545,545,100.0000000000
546,546,100.0000000000
546,545,100.1834900000
546,545,100.1834900000
545,545,100.0000000000
546,545,100.1834900000
545,545,100.0000000000
543,542,100.1845000000
542,542,100.0000000000
543,542,100.1845000000
542,542,100.0000000000
542,541,100.1848400000
541,541,100.0000000000
541,540,100.1851800000
540,540,100.0000000000
539,538,100.1858700000
537,533,100.7504700000
531,532,99.8120270000
531,529,100.3780700000
529,528,100.1894000000
527,526,100.1901200000
522,518,100.7722000000
521,525,99.2380980000
532,535,99.4392550000
536,531,100.9416200000
526,537,97.9515840000
547,534,102.4344600000
464,388,119.5876200000
391,395,98.9873430000
446,388,114.9484500000
296,237,124.8945100000
226,293,77.1331100000
296,299,98.9966580000
292,325,89.8461530000
320,298,107.3825500000
297,289,102.7681700000
279,264,105.6818200000
257,245,104.8979600000
254,264,96.2121200000
259,257,100.7782100000
257,255,100.7843200000
262,268,97.7611920000
271,274,98.9051130000
236,218,108.2568700000
214,273,78.3882830000
308,363,84.8484880000
375,374,100.2673700000
352,412,85.4368900000
348,360,96.6666640000
354,360,98.3333360000
376,350,107.4285700000
326,333,97.8978960000
329,332,99.0963900000
340,347,97.9827120000
348,481,72.3492740000
514,508,101.1811000000
496,470,105.5319200000
448,442,101.3574800000
429,421,101.9002300000
428,434,98.6175160000
447,466,95.9227450000
459,440,104.3181800000
392,351,111.6809200000
191,156,122.4358900000
149,175,85.1428600000
192,198,96.9696960000
211,231,91.3419880000
273,271,100.7380100000
253,270,93.7037050000
310,324,95.6790160000
320,295,108.4745800000
297,299,99.3311080000
236,162,145.6790200000
146,130,112.3076900000
105,74,141.8918900000
58,55,105.4545400000
62,70,88.5714260000
79,64,123.4375000000
59,56,105.3571500000
42,41,102.4390300000
46,50,92.0000000000
43,44,97.7272720000
46,51,90.1960750000
39,34,114.7058900000
36,38,94.7368470000
42,48,87.5000000000
49,45,108.8888900000
44,51,86.2745130000
82,116,70.6896510000
178,193,92.2279740000
140,64,218.7500000000
61,63,96.8253940000
63,71,88.7323910000
77,69,111.5942000000
68,72,94.4444430000
72,102,70.5882340000
157,216,72.6851880000
226,222,101.8018000000
178,148,120.2702800000
110,107,102.8037400000
145,185,78.3783800000
195,195,100.0000000000
117,90,130.0000000000
81,71,114.0845000000
64,59,108.4745800000
55,51,107.8431400000
51,56,91.0714260000
61,73,83.5616380000
96,161,59.6273310000
183,185,98.9189220000
143,113,126.5486800000
47,41,114.6341500000
40,40,100.0000000000
40,40,100.0000000000
40,42,95.2380980000
42,43,97.6744160000
42,46,91.3043520000
48,59,81.3559270000
103,140,73.5714260000
94,47,200.0000000000
50,51,98.0392150000
52,55,94.5454560000
59,63,93.6507950000
63,62,101.6129000000
98,174,56.3218420000
207,212,97.6415100000
196,164,119.5122000000
78,55,141.8181800000
55,53,103.7735800000
58,201,28.8557210000
236,212,111.3207600000
218,218,100.0000000000
212,194,109.2783400000
192,194,98.9690700000
197,197,100.0000000000
193,195,98.9743580000
204,208,98.0769200000
203,199,102.0100500000
190,189,100.5291000000
189,195,96.9230800000
208,213,97.6525880000
199,189,105.2910100000
184,181,101.6574600000
179,184,97.2826080000
187,189,98.9417950000
190,188,101.0638400000
