186,185,100.5405400000
187,188,99.4680790000
190,187,101.6042900000
189,187,101.0695200000
184,182,101.0989100000
186,193,96.3730550000
197,191,103.1413600000
181,179,101.1173100000
181,182,99.4505460000
183,189,96.8253940000
191,201,95.0248790000
204,194,105.1546300000
197,192,102.6041600000
198,198,100.0000000000
199,229,86.8995590000
199,184,108.1521800000
182,217,83.8709640000
218,209,104.3062200000
247,259,95.3667910000
261,266,98.1203000000
270,236,114.4067800000
178,215,82.7906950000
237,225,105.3333300000
195,198,98.4848480000
201,210,95.7142790000
221,225,98.2222210000
231,245,94.2857130000
253,253,100.0000000000
236,230,102.6087000000
241,237,101.6877700000
218,191,114.1361200000
183,187,97.8609620000
206,218,94.4954150000
217,220,98.6363680000
223,229,97.3799130000
230,218,105.5045900000
222,227,97.7973560000
224,210,106.6666700000
162,103,157.2815600000
81,101,80.1980210000
101,91,110.9890100000
80,76,105.2631600000
71,55,129.0909100000
40,31,129.0322600000
28,27,103.7037000000
28,30,93.3333360000
33,44,75.0000000000
53,55,96.3636320000
52,50,104.0000000000
45,49,91.8367310000
54,53,101.8868000000
51,65,78.4615400000
51,43,118.6046400000
42,44,95.4545440000
45,58,77.5862120000
82,134,61.1940310000
168,180,93.3333360000
183,139,131.6546800000
65,47,138.2978700000
45,47,95.7446820000
56,55,101.8181800000
56,63,88.8888930000
70,74,94.5945890000
76,74,102.7027000000
72,69,104.3478200000
68,68,100.0000000000
74,140,52.8571430000
132,165,80.0000000000
168,167,100.5988000000
166,166,100.0000000000
174,179,97.2067030000
182,183,99.4535520000
187,185,101.0810900000
172,148,116.2162200000
136,137,99.2700730000
135,127,106.2992100000
112,96,116.6666600000
83,69,120.2898500000
57,57,100.0000000000
66,68,97.0588230000
64,63,101.5873100000
59,61,96.7213060000
50,54,92.5925900000
48,53,90.5660400000
51,58,87.9310380000
60,64,93.7500000000
63,65,96.9230800000
62,63,98.4126970000
60,60,100.0000000000
57,58,98.2758640000
57,57,100.0000000000
56,57,98.2456130000
56,56,100.0000000000
59,69,85.5072400000
71,78,91.0256350000
77,81,95.0617290000
90,133,67.6691740000
149,194,76.8041230000
238,253,94.0711440000
259,245,105.7142900000
239,242,98.7603300000
250,241,103.7344400000
249,248,100.4032300000
254,252,100.7936500000
254,248,102.4193500000
251,241,104.1493800000
243,236,102.9661000000
242,236,102.5423700000
239,231,103.4632100000
238,231,103.0303000000
237,229,103.4934500000
237,227,104.4052800000
234,230,101.7391400000
237,231,102.5974000000
235,229,102.6200900000
237,238,99.5798260000
249,242,102.8925600000
248,242,102.4793400000
249,248,100.4032300000
254,245,103.6734700000
250,241,103.7344400000
246,238,103.3613400000
245,241,101.6597500000
248,246,100.8130000000
252,248,101.6129000000
228,228,100.0000000000
205,186,110.2150600000
169,158,106.9620300000
146,147,99.3197250000
146,145,100.6896500000
143,143,100.0000000000
144,144,100.0000000000
147,146,100.6849300000
151,154,98.0519490000
161,172,93.6046520000
193,207,93.2367170000
208,207,100.4830900000
152,222,68.4684680000
177,63,280.9523900000
39,38,102.6315800000
36,34,105.8823500000
39,54,72.2222210000
56,53,105.6603800000
58,56,103.5714300000
51,47,108.5106400000
43,40,107.5000100000
40,43,93.0232620000
41,38,107.8947400000
35,33,106.0606000000
33,34,97.0588230000
34,34,100.0000000000
34,34,100.0000000000
35,36,97.2222210000
49,77,63.6363640000
